Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Men's Team Recruiting Expenses,Women's Team Recruiting Expenses,Coed Team Recruiting Expenses
2003,168528,Adrian College,MI,NCAA Division III with football,,1,NCAA,865,743,1608,10491,6852,
2003,168546,Albion College,MI,NCAA Division III with football,,1,NCAA,677,677,1354,8690,4834,
2003,210571,Albright College,PA,NCAA Division III with football,,1,NCAA,880,1339,2219,9222,3598,
2003,188641,Alfred University,NY,NCAA Division III with football,,1,NCAA,870,860,1730,26950,6200,
2003,210669,Allegheny College,PA,NCAA Division III with football,,1,NCAA,873,1009,1882,44101,26366,
2003,168591,Alma College,MI,NCAA Division III with football,,1,NCAA,571,758,1329,10851,6565,
2003,164465,Amherst College,MA,NCAA Division III with football,,1,NCAA,891,904,1795,37796,8916,
2003,150066,Anderson University,IN,NCAA Division III with football,,1,NCAA,639,970,1609,14519,7860,
2003,164492,Anna Maria College,MA,NCAA Division III with football,,1,NCAA,305,506,811,3550,3550,
2003,173045,Augsburg College,MN,NCAA Division III with football,,1,NCAA,985,979,1964,12768,6547,
2003,143084,Augustana College,IL,NCAA Division III with football,,1,NCAA,1030,1413,2443,52924,3817,
2003,143118,Aurora University,IL,NCAA Division III with football,,1,NCAA,1174,1958,3132,13509,6119,
2003,222983,Austin College,TX,NCAA Division III with football,,1,NCAA,585,640,1225,22342,8915,
2003,231420,Averett University,VA,NCAA Division III with football,,1,NCAA,422,426,848,30250,7850,
2003,201195,Baldwin Wallace University,OH,NCAA Division III with football,,1,NCAA,1386,1634,3020,16726,10122,
2003,160977,Bates College,ME,NCAA Division III with football,,1,NCAA,884,908,1792,8100,3249,
2003,164720,Becker College,MA,NCAA Division III with football,,1,NCAA,734,847,1581,705,471,
2003,175421,Belhaven University,MS,NCAA Division III with football,,1,NCAA,536,806,1342,12698,8875,
2003,238333,Beloit College,WI,NCAA Division III with football,,1,NCAA,573,693,1266,16235,16235,
2003,145619,Benedictine University,IL,NCAA Division III with football,,1,NCAA,1213,1520,2733,3527,3096,
2003,139144,Berry College,GA,NCAA Division III with football,,1,NCAA,790,1284,2074,14000,14000,
2003,237181,Bethany College,WV,NCAA Division III with football,,1,NCAA,416,280,696,9705,5389,
2003,173160,Bethel University,MN,NCAA Division III with football,,1,NCAA,923,1449,2372,24324,7803,
2003,100937,Birmingham Southern College,AL,NCAA Division III with football,,1,NCAA,673,664,1337,28415,43608,
2003,201371,Bluffton University,OH,NCAA Division III with football,,1,NCAA,379,363,742,0,0,
2003,161004,Bowdoin College,ME,NCAA Division III with football,,1,NCAA,902,891,1793,16673,7162,
2003,231581,Bridgewater College,VA,NCAA Division III with football,,1,NCAA,857,960,1817,26489,9036,
2003,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,613,1045,1658,42609,15467,
2003,110413,California Lutheran University,CA,NCAA Division III with football,,1,NCAA,1140,1531,2671,6374,909,
2003,201548,Capital University,OH,NCAA Division III with football,,1,NCAA,1061,1417,2478,19049,5396,
2003,173258,Carleton College,MN,NCAA Division III with football,,1,NCAA,968,1027,1995,15639,1286,
2003,211440,Carnegie Mellon University,PA,NCAA Division III with football,,1,NCAA,3221,2631,5852,51970,15722,
2003,238458,Carroll University,WI,NCAA Division III with football,,1,NCAA,960,1765,2725,5193,3344,
2003,238476,Carthage College,WI,NCAA Division III with football,,1,NCAA,1241,1394,2635,22750,14750,
2003,201645,Case Western Reserve University,OH,NCAA Division III with football,,1,NCAA,2749,2247,4996,9895,7927,
2003,131283,Catholic University of America,DC,NCAA Division III with football,,1,NCAA,1543,1781,3324,14500,5500,
2003,153108,Central College,IA,NCAA Division III with football,,1,NCAA,579,629,1208,28110,13152,
2003,156408,Centre College,KY,NCAA Division III with football,,1,NCAA,678,673,1351,8845,5165,
2003,111948,Chapman University,CA,NCAA Division III with football,,1,NCAA,2380,3676,6056,0,0,
2003,112260,Claremont McKenna College,CA,NCAA Division III with football,,1,NCAA,676,648,1324,17480,9432,
2003,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,549,771,1320,24127,10541,
2003,161086,Colby College,ME,NCAA Division III with football,,1,NCAA,887,970,1857,1245,1016,
2003,173300,Concordia College at Moorhead,MN,NCAA Division III with football,,1,NCAA,854,1238,2092,27761,18508,
2003,144351,Concordia University-Chicago,IL,NCAA Division III with football,,1,NCAA,557,791,1348,7220,2170,
2003,238616,Concordia University-Wisconsin,WI,NCAA Division III with football,,1,NCAA,1133,1871,3004,7000,4000,
2003,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,505,526,1031,24248,8592,
2003,174862,Crown College,MN,NCAA Division III with football,,1,NCAA,341,371,712,1831,1692,
2003,165529,Curry College,MA,NCAA Division III with football,,1,NCAA,907,1103,2010,6500,6500,
2003,202514,Defiance College,OH,NCAA Division III with football,,1,NCAA,317,252,569,38275,10503,
2003,211981,Delaware Valley University,PA,NCAA Division III with football,,1,NCAA,684,1077,1761,17400,11300,
2003,202523,Denison University,OH,NCAA Division III with football,,1,NCAA,973,1279,2252,55243,25275,
2003,150400,DePauw University,IN,NCAA Division III with football,,1,NCAA,1020,1200,2220,11634,6802,
2003,212009,Dickinson College,PA,NCAA Division III with football,,1,NCAA,1000,1370,2370,26128,20375,
2003,150455,Earlham College,IN,NCAA Division III with football,,1,NCAA,402,528,930,23578,17219,
2003,224527,East Texas Baptist University,TX,NCAA Division III with football,,1,NCAA,512,582,1094,30266,19600,
2003,144962,Elmhurst College,IL,NCAA Division III with football,,1,NCAA,1071,1575,2646,24450,24450,
2003,232025,Emory & Henry College,VA,NCAA Division III with football,,1,NCAA,521,482,1003,18986,6405,
2003,165699,Endicott College,MA,NCAA Division III with football,,1,NCAA,1048,1639,2687,2500,2500,
2003,144971,Eureka College,IL,NCAA Division III with football,,1,NCAA,302,351,653,18825,28910,
2003,184694,Fairleigh Dickinson University-College at Florham,NJ,NCAA Division III with football,,1,NCAA,1078,1304,2382,8538,7040,
2003,232089,Ferrum College,VA,NCAA Division III with football,,1,NCAA,726,585,1311,16714,5590,
2003,172440,Finlandia University,MI,NCAA Division III with football,,1,NCAA,241,227,468,0,0,
2003,212577,Franklin and Marshall College,PA,NCAA Division III with football,,1,NCAA,1065,1148,2213,23750,3987,
2003,150604,Franklin College,IN,NCAA Division III with football,,1,NCAA,483,529,1012,0,0,
2003,131450,Gallaudet University,DC,NCAA Division III with football,,1,NCAA,458,501,959,900,1029,
2003,212656,Geneva College,PA,NCAA Division III with football,,1,NCAA,685,691,1376,10606,6130,
2003,208822,George Fox University,OR,NCAA Division III with football,,1,NCAA,1048,1310,2358,8587,8977,
2003,212674,Gettysburg College,PA,NCAA Division III with football,,1,NCAA,1150,1281,2431,38501,19192,
2003,198598,Greensboro College,NC,NCAA Division III with football,,1,NCAA,405,334,739,6652,5805,
2003,145372,Greenville College,IL,NCAA Division III with football,,1,NCAA,502,516,1018,9771,4213,
2003,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,744,916,1660,12582,12051,
2003,198613,Guilford College,NC,NCAA Division III with football,,1,NCAA,717,724,1441,26007,16930,
2003,173647,Gustavus Adolphus College,MN,NCAA Division III with football,,1,NCAA,1090,1252,2342,10790,4483,
2003,191515,Hamilton College,NY,NCAA Division III with football,,1,NCAA,908,953,1861,4911,3840,
2003,173665,Hamline University,MN,NCAA Division III with football,,1,NCAA,885,1225,2110,0,0,
2003,150756,Hanover College,IN,NCAA Division III with football,,1,NCAA,465,660,1125,31207,6167,
2003,225247,Hardin-Simmons University,TX,NCAA Division III with football,,1,NCAA,692,782,1474,20000,10100,
2003,191533,Hartwick College,NY,NCAA Division III with football,,1,NCAA,540,812,1352,49440,26644,
2003,203085,Heidelberg University,OH,NCAA Division III with football,,1,NCAA,522,472,994,20652,8342,
2003,107080,Hendrix College,AR,NCAA Division III with football,,1,NCAA,611,688,1299,6000,8000,
2003,203128,Hiram College,OH,NCAA Division III with football,,1,NCAA,450,455,905,36800,35256,
2003,191630,Hobart William Smith Colleges,NY,NCAA Division III with football,,1,NCAA,1111,1135,2246,73070,25650,
2003,170301,Hope College,MI,NCAA Division III with football,,1,NCAA,1257,1933,3190,157466,22357,
2003,225548,Howard Payne University,TX,NCAA Division III with football,,1,NCAA,516,435,951,23700,11200,
2003,101435,Huntingdon College,AL,NCAA Division III with football,,1,NCAA,485,409,894,14263,3270,
2003,145691,Illinois College,IL,NCAA Division III with football,,1,NCAA,453,487,940,6050,4250,
2003,145646,Illinois Wesleyan University,IL,NCAA Division III with football,,1,NCAA,804,1017,1821,7926,4620,
2003,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,176,211,387,6345,7585,
2003,191968,Ithaca College,NY,NCAA Division III with football,,1,NCAA,2616,3581,6197,34700,15585,
2003,203368,John Carroll University,OH,NCAA Division III with football,,1,NCAA,1502,1457,2959,6070,725,
2003,213251,Juniata College,PA,NCAA Division III with football,,1,NCAA,648,819,1467,20481,11774,
2003,170532,Kalamazoo College,MI,NCAA Division III with football,,1,NCAA,621,785,1406,12232,4500,
2003,203535,Kenyon College,OH,NCAA Division III with football,,1,NCAA,769,929,1698,64861,32585,
2003,213321,King's College,PA,NCAA Division III with football,,1,NCAA,947,853,1800,52050,6836,
2003,146427,Knox College,IL,NCAA Division III with football,,1,NCAA,558,810,1368,2648,1064,
2003,140234,LaGrange College,GA,NCAA Division III with football,,1,NCAA,440,416,856,7783,7373,
2003,146481,Lake Forest College,IL,NCAA Division III with football,,1,NCAA,678,868,1546,6750,6250,
2003,238980,Lakeland College,WI,NCAA Division III with football,,1,NCAA,469,443,912,23468,15645,
2003,239017,Lawrence University,WI,NCAA Division III with football,,1,NCAA,669,825,1494,0,0,
2003,213507,Lebanon Valley College,PA,NCAA Division III with football,,1,NCAA,743,860,1603,60649,11649,
2003,209056,Lewis & Clark College,OR,NCAA Division III with football,,1,NCAA,786,1292,2078,33340,20805,
2003,209065,Linfield College-McMinnville Campus,OR,NCAA Division III with football,,1,NCAA,654,981,1635,25823,11809,
2003,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,739,678,1417,30530,16314,
2003,159568,Louisiana College,LA,NCAA Division III with football,,1,NCAA,456,399,855,19019,4749,
2003,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,1015,1260,2275,40143,10545,
2003,213668,Lycoming College,PA,NCAA Division III with football,,1,NCAA,593,661,1254,31164,11019,
2003,173902,Macalester College,MN,NCAA Division III with football,,1,NCAA,842,1285,2127,19709,16657,
2003,146825,MacMurray College,IL,NCAA Division III with football,,1,NCAA,275,268,543,34370,3460,
2003,151777,Manchester University,IN,NCAA Division III with football,,1,NCAA,594,639,1233,28422,28422,
2003,239071,Maranatha Baptist University,WI,NCAA Division III with football,,1,NCAA,292,360,652,1151,1260,
2003,203845,Marietta College,OH,NCAA Division III with football,,1,NCAA,735,442,1177,30280,13730,
2003,173452,Martin Luther College,MN,NCAA Division III with football,,1,NCAA,338,367,705,0,0,
2003,220710,Maryville College,TN,NCAA Division III with football,,1,NCAA,536,623,1159,8400,4300,
2003,166683,Massachusetts Institute of Technology,MA,NCAA Division III with football,,1,NCAA,2381,2059,4440,0,0,
2003,164270,McDaniel College,MD,NCAA Division III with football,,1,NCAA,745,856,1601,20837,9393,
2003,226587,McMurry University,TX,NCAA Division III with football,,1,NCAA,498,409,907,30678,13796,
2003,198969,Methodist University,NC,NCAA Division III with football,,1,NCAA,1088,878,1966,40033,14260,
2003,230959,Middlebury College,VT,NCAA Division III with football,,1,NCAA,1184,1318,2502,11844,10713,
2003,147244,Millikin University,IL,NCAA Division III with football,,1,NCAA,832,1131,1963,13679,2725,
2003,175980,Millsaps College,MS,NCAA Division III with football,,1,NCAA,378,371,749,14846,8856,
2003,214069,Misericordia University,PA,NCAA Division III with football,,1,NCAA,627,1165,1792,3027,2944,
2003,147341,Monmouth College,IL,NCAA Division III with football,,1,NCAA,556,610,1166,5434,5434,
2003,214157,Moravian College,PA,NCAA Division III with football,,1,NCAA,778,906,1684,23688,7775,
2003,166948,Mount Ida College,MA,NCAA Division III with football,,1,NCAA,408,833,1241,8250,9500,
2003,204200,Mount Saint Joseph University,OH,NCAA Division III with football,,1,NCAA,531,563,1094,14012,7106,
2003,214175,Muhlenberg College,PA,NCAA Division III with football,,1,NCAA,909,1369,2278,22695,6857,
2003,204264,Muskingum University,OH,NCAA Division III with football,,1,NCAA,680,714,1394,6873,3357,
2003,181446,Nebraska Wesleyan University,NE,NCAA Division III with football,,1,NCAA,641,846,1487,5495,3184,
2003,167260,Nichols College,MA,NCAA Division III with football,,1,NCAA,742,410,1152,12500,7800,
2003,199209,North Carolina Wesleyan College,NC,NCAA Division III with football,,1,NCAA,751,972,1723,11100,8600,
2003,147660,North Central College,IL,NCAA Division III with football,,1,NCAA,1186,1388,2574,0,0,
2003,147679,North Park University,IL,NCAA Division III with football,,1,NCAA,699,1168,1867,22241,6954,
2003,230995,Norwich University,VT,NCAA Division III with football,,1,NCAA,1698,565,2263,71900,13600,
2003,204501,Oberlin College,OH,NCAA Division III with football,,1,NCAA,1284,1611,2895,14522,6473,
2003,120254,Occidental College,CA,NCAA Division III with football,,1,NCAA,857,1121,1978,15223,15223,
2003,204635,Ohio Northern University,OH,NCAA Division III with football,,1,NCAA,1157,925,2082,59853,36000,
2003,204909,Ohio Wesleyan University,OH,NCAA Division III with football,,1,NCAA,787,868,1655,25787,12033,
2003,171599,Olivet College,MI,NCAA Division III with football,,1,NCAA,528,346,874,13702,10861,
2003,204936,Otterbein University,OH,NCAA Division III with football,,1,NCAA,819,1277,2096,3394,1321,
2003,236230,Pacific Lutheran University,WA,NCAA Division III with football,,1,NCAA,1034,1717,2751,3200,2400,
2003,209612,Pacific University,OR,NCAA Division III with football,,1,NCAA,752,1112,1864,9659,7922,
2003,121345,Pomona College,CA,NCAA Division III with football,,1,NCAA,816,824,1640,3554,3554,
2003,233295,Randolph-Macon College,VA,NCAA Division III with football,,1,NCAA,626,757,1383,19000,6000,
2003,194824,Rensselaer Polytechnic Institute,NY,NCAA Division III with football,,1,NCAA,3984,1794,5778,61715,24848,
2003,221351,Rhodes College,TN,NCAA Division III with football,,1,NCAA,885,1142,2027,34900,18900,
2003,239628,Ripon College,WI,NCAA Division III with football,,1,NCAA,388,392,780,1059,803,
2003,148405,Rockford University,IL,NCAA Division III with football,,1,NCAA,366,549,915,112520,54320,
2003,152318,Rose-Hulman Institute of Technology,IN,NCAA Division III with football,,1,NCAA,1726,491,2217,15000,5530,
2003,195720,Saint John Fisher College,NY,NCAA Division III with football,,1,NCAA,1044,1572,2616,27154,9148,
2003,239716,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,882,1149,2031,9124,1982,
2003,215798,Saint Vincent College,PA,NCAA Division III with football,,1,NCAA,835,744,1579,12568,2807,
2003,217536,Salve Regina University,RI,NCAA Division III with football,,1,NCAA,586,1408,1994,11134,5896,
2003,221519,Sewanee-The University of the South,TN,NCAA Division III with football,,1,NCAA,806,875,1681,16284,3970,
2003,233541,Shenandoah University,VA,NCAA Division III with football,,1,NCAA,787,1140,1927,7287,6722,
2003,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,643,775,1418,31094,21574,
2003,233611,Southern Virginia University,VA,NCAA Division III with football,,1,NCAA,363,349,712,5000,500,
2003,228343,Southwestern University,TX,NCAA Division III with football,,1,NCAA,645,855,1500,9393,9326,
2003,167899,Springfield College,MA,NCAA Division III with football,,1,NCAA,1044,1070,2114,38559,6468,
2003,195216,St Lawrence University,NY,NCAA Division III with football,,1,NCAA,1065,1280,2345,90698,54307,
2003,174844,St Olaf College,MN,NCAA Division III with football,,1,NCAA,1285,1712,2997,19037,5665,
2003,164173,Stevenson University,MD,NCAA Division III with football,,1,NCAA,1100,2022,3122,5247,3812,
2003,216278,Susquehanna University,PA,NCAA Division III with football,,1,NCAA,946,1158,2104,8535,4434,
2003,228981,Texas Lutheran University,TX,NCAA Division III with football,,1,NCAA,635,647,1282,12010,2804,
2003,174899,The College of Saint Scholastica,MN,NCAA Division III with football,,1,NCAA,695,1574,2269,10256,7282,
2003,206589,The College of Wooster,OH,NCAA Division III with football,,1,NCAA,912,1104,2016,40487,26198,
2003,216357,Thiel College,PA,NCAA Division III with football,,1,NCAA,479,387,866,1431,0,
2003,157809,Thomas More College,KY,NCAA Division III with football,,1,NCAA,605,667,1272,10144,3859,
2003,152567,Trine University,IN,NCAA Division III with football,,1,NCAA,1215,463,1678,16570,8922,
2003,130590,Trinity College,CT,NCAA Division III with football,,1,NCAA,1124,1013,2137,28750,28749,
2003,229267,Trinity University,TX,NCAA Division III with football,,1,NCAA,1041,1146,2187,0,0,
2003,168148,Tufts University,MA,NCAA Division III with football,,1,NCAA,2595,2601,5196,1250,1250,
2003,196866,Union College,NY,NCAA Division III with football,,1,NCAA,1181,1019,2200,43209,29577,
2003,144050,University of Chicago,IL,NCAA Division III with football,,1,NCAA,3049,2772,5821,42221,24801,
2003,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,991,634,1625,45077,12944,
2003,117140,University of La Verne,CA,NCAA Division III with football,,1,NCAA,1586,2161,3747,0,0,
2003,226471,University of Mary Hardin-Baylor,TX,NCAA Division III with football,,1,NCAA,1086,1844,2930,19911,5017,
2003,204185,University of Mount Union,OH,NCAA Division III with football,,1,NCAA,1025,1019,2044,32092,11683,
2003,174491,University of Northwestern-St Paul,MN,NCAA Division III with football,,1,NCAA,713,971,1684,24716,23987,
2003,236328,University of Puget Sound,WA,NCAA Division III with football,,1,NCAA,1011,1448,2459,16922,2820,
2003,121691,University of Redlands,CA,NCAA Division III with football,,1,NCAA,1133,1565,2698,10224,3295,
2003,195030,University of Rochester,NY,NCAA Division III with football,,1,NCAA,3065,2948,6013,31905,10150,
2003,174914,University of St Thomas,MN,NCAA Division III with football,,1,NCAA,3198,2646,5844,8131,2474,
2003,216524,Ursinus College,PA,NCAA Division III with football,,1,NCAA,772,855,1627,10033,1694,
2003,197045,Utica College,NY,NCAA Division III with football,,1,NCAA,1030,1375,2405,39825,30925,
2003,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,696,777,1473,36294,9084,
2003,216667,Washington & Jefferson College,PA,NCAA Division III with football,,1,NCAA,673,629,1302,28996,12864,
2003,234207,Washington and Lee University,VA,NCAA Division III with football,,1,NCAA,936,907,1843,38059,20935,
2003,179867,Washington University in St Louis,MO,NCAA Division III with football,,1,NCAA,3278,3481,6759,26056,16737,
2003,216694,Waynesburg University,PA,NCAA Division III with football,,1,NCAA,556,771,1327,32041,15086,
2003,131098,Wesley College,DE,NCAA Division III with football,,1,NCAA,603,852,1455,9950,3850,
2003,130697,Wesleyan University,CT,NCAA Division III with football,,1,NCAA,1297,1517,2814,1661,839,
2003,168254,Western New England University,MA,NCAA Division III with football,,1,NCAA,1572,1006,2578,5500,5500,
2003,216807,Westminster College,PA,NCAA Division III with football,,1,NCAA,477,608,1085,12029,5413,
2003,179946,Westminster College,MO,NCAA Division III with football,,1,NCAA,528,398,926,8000,6000,
2003,149781,Wheaton College,IL,NCAA Division III with football,,1,NCAA,1121,1288,2409,22468,2237,
2003,125763,Whittier College,CA,NCAA Division III with football,,1,NCAA,709,906,1615,14780,11980,
2003,237066,Whitworth University,WA,NCAA Division III with football,,1,NCAA,875,1411,2286,12965,3799,
2003,216852,Widener University-Main Campus,PA,NCAA Division III with football,,1,NCAA,1362,1556,2918,0,0,
2003,216931,Wilkes University,PA,NCAA Division III with football,,1,NCAA,1184,1067,2251,6504,4635,
2003,210401,Willamette University,OR,NCAA Division III with football,,1,NCAA,823,1082,1905,14377,3093,
2003,168342,Williams College,MA,NCAA Division III with football,,1,NCAA,1015,1055,2070,26474,12434,
2003,206507,Wilmington College,OH,NCAA Division III with football,,1,NCAA,482,547,1029,7639,5039,
2003,240338,Wisconsin Lutheran College,WI,NCAA Division III with football,,1,NCAA,429,539,968,11547,2137,
2003,206525,Wittenberg University,OH,NCAA Division III with football,,1,NCAA,764,986,1750,12277,11573,
2003,168421,Worcester Polytechnic Institute,MA,NCAA Division III with football,,1,NCAA,2715,1370,4085,6476,945,
2004,168528,Adrian College,MI,NCAA Division III with football,,1,NCAA,865,743,1608,2068,1143,
2004,168546,Albion College,MI,NCAA Division III with football,,1,NCAA,677,677,1354,7168,3815,
2004,210571,Albright College,PA,NCAA Division III with football,,1,NCAA,880,1339,2219,5741,1521,
2004,188641,Alfred University,NY,NCAA Division III with football,,1,NCAA,870,860,1730,27400,7200,
2004,210669,Allegheny College,PA,NCAA Division III with football,,1,NCAA,873,1009,1882,48875,24929,
2004,168591,Alma College,MI,NCAA Division III with football,,1,NCAA,571,758,1329,8596,6998,
2004,164465,Amherst College,MA,NCAA Division III with football,,1,NCAA,891,904,1795,38200,7576,
2004,150066,Anderson University,IN,NCAA Division III with football,,1,NCAA,639,970,1609,16129,5195,
2004,164492,Anna Maria College,MA,NCAA Division III with football,,1,NCAA,305,506,811,3485,3485,
2004,173045,Augsburg College,MN,NCAA Division III with football,,1,NCAA,985,979,1964,32833,12210,
2004,143084,Augustana College,IL,NCAA Division III with football,,1,NCAA,1030,1413,2443,48469,9968,
2004,143118,Aurora University,IL,NCAA Division III with football,,1,NCAA,1174,1958,3132,10591,6614,
2004,222983,Austin College,TX,NCAA Division III with football,,1,NCAA,585,640,1225,22738,7284,
2004,231420,Averett University,VA,NCAA Division III with football,,1,NCAA,422,426,848,30250,8500,
2004,201195,Baldwin Wallace University,OH,NCAA Division III with football,,1,NCAA,1386,1634,3020,30626,10789,
2004,160977,Bates College,ME,NCAA Division III with football,,1,NCAA,884,908,1792,11853,6551,
2004,164720,Becker College,MA,NCAA Division III with football,,1,NCAA,734,847,1581,1905,1368,
2004,175421,Belhaven University,MS,NCAA Division III with football,,1,NCAA,536,806,1342,20631,9472,
2004,238333,Beloit College,WI,NCAA Division III with football,,1,NCAA,573,693,1266,5232,5232,
2004,145619,Benedictine University,IL,NCAA Division III with football,,1,NCAA,1213,1520,2733,5381,2217,
2004,139144,Berry College,GA,NCAA Division III with football,,1,NCAA,790,1284,2074,12788,1305,
2004,237181,Bethany College,WV,NCAA Division III with football,,1,NCAA,416,280,696,14970,7499,
2004,173160,Bethel University,MN,NCAA Division III with football,,1,NCAA,923,1449,2372,17256,8761,
2004,100937,Birmingham Southern College,AL,NCAA Division III with football,,1,NCAA,673,664,1337,41556,61018,
2004,201371,Bluffton University,OH,NCAA Division III with football,,1,NCAA,379,363,742,0,0,
2004,161004,Bowdoin College,ME,NCAA Division III with football,,1,NCAA,902,891,1793,4797,6091,
2004,231581,Bridgewater College,VA,NCAA Division III with football,,1,NCAA,857,960,1817,49301,25323,
2004,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,613,1045,1658,52238,18326,
2004,110413,California Lutheran University,CA,NCAA Division III with football,,1,NCAA,1140,1531,2671,15091,6080,
2004,201548,Capital University,OH,NCAA Division III with football,,1,NCAA,1061,1417,2478,15642,7250,
2004,173258,Carleton College,MN,NCAA Division III with football,,1,NCAA,968,1027,1995,10000,6000,
2004,211440,Carnegie Mellon University,PA,NCAA Division III with football,,1,NCAA,3221,2631,5852,61909,19306,
2004,238458,Carroll University,WI,NCAA Division III with football,,1,NCAA,960,1765,2725,7416,3943,
2004,238476,Carthage College,WI,NCAA Division III with football,,1,NCAA,1241,1394,2635,46866,23972,
2004,201645,Case Western Reserve University,OH,NCAA Division III with football,,1,NCAA,2749,2247,4996,15310,12275,
2004,131283,Catholic University of America,DC,NCAA Division III with football,,1,NCAA,1543,1781,3324,19920,10759,
2004,153108,Central College,IA,NCAA Division III with football,,1,NCAA,579,629,1208,46718,15038,
2004,156408,Centre College,KY,NCAA Division III with football,,1,NCAA,678,673,1351,9450,5250,
2004,111948,Chapman University,CA,NCAA Division III with football,,1,NCAA,2380,3676,6056,0,0,
2004,112260,Claremont McKenna College,CA,NCAA Division III with football,,1,NCAA,676,648,1324,18402,7535,
2004,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,549,771,1320,22851,7203,
2004,161086,Colby College,ME,NCAA Division III with football,,1,NCAA,887,970,1857,1371,665,
2004,173300,Concordia College at Moorhead,MN,NCAA Division III with football,,1,NCAA,854,1238,2092,21063,21063,
2004,144351,Concordia University-Chicago,IL,NCAA Division III with football,,1,NCAA,557,791,1348,16008,6526,
2004,238616,Concordia University-Wisconsin,WI,NCAA Division III with football,,1,NCAA,1133,1871,3004,8000,3500,
2004,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,505,526,1031,29847,9432,
2004,174862,Crown College,MN,NCAA Division III with football,,1,NCAA,341,371,712,0,0,
2004,165529,Curry College,MA,NCAA Division III with football,,1,NCAA,907,1103,2010,6500,6500,
2004,202514,Defiance College,OH,NCAA Division III with football,,1,NCAA,317,252,569,32495,10966,
2004,211981,Delaware Valley University,PA,NCAA Division III with football,,1,NCAA,684,1077,1761,19500,14000,
2004,202523,Denison University,OH,NCAA Division III with football,,1,NCAA,973,1279,2252,55659,20148,
2004,150400,DePauw University,IN,NCAA Division III with football,,1,NCAA,1020,1200,2220,18275,10150,
2004,212009,Dickinson College,PA,NCAA Division III with football,,1,NCAA,1000,1370,2370,29471,18904,
2004,150455,Earlham College,IN,NCAA Division III with football,,1,NCAA,402,528,930,30974,24510,
2004,224527,East Texas Baptist University,TX,NCAA Division III with football,,1,NCAA,512,582,1094,25748,10913,
2004,144962,Elmhurst College,IL,NCAA Division III with football,,1,NCAA,1071,1575,2646,24450,24450,
2004,232025,Emory & Henry College,VA,NCAA Division III with football,,1,NCAA,521,482,1003,13402,13402,
2004,165699,Endicott College,MA,NCAA Division III with football,,1,NCAA,1048,1639,2687,3000,3000,
2004,144971,Eureka College,IL,NCAA Division III with football,,1,NCAA,302,351,653,7500,7500,
2004,184694,Fairleigh Dickinson University-College at Florham,NJ,NCAA Division III with football,,1,NCAA,1078,1304,2382,11832,9483,
2004,232089,Ferrum College,VA,NCAA Division III with football,,1,NCAA,726,585,1311,16714,5590,
2004,172440,Finlandia University,MI,NCAA Division III with football,,1,NCAA,241,227,468,0,0,
2004,212577,Franklin and Marshall College,PA,NCAA Division III with football,,1,NCAA,1065,1148,2213,24383,6987,
2004,150604,Franklin College,IN,NCAA Division III with football,,1,NCAA,483,529,1012,0,0,
2004,131450,Gallaudet University,DC,NCAA Division III with football,,1,NCAA,458,501,959,18454,7204,
2004,212656,Geneva College,PA,NCAA Division III with football,,1,NCAA,685,691,1376,14920,8989,
2004,208822,George Fox University,OR,NCAA Division III with football,,1,NCAA,1048,1310,2358,10176,1552,
2004,212674,Gettysburg College,PA,NCAA Division III with football,,1,NCAA,1150,1281,2431,20950,7735,
2004,198598,Greensboro College,NC,NCAA Division III with football,,1,NCAA,405,334,739,5701,4810,
2004,145372,Greenville College,IL,NCAA Division III with football,,1,NCAA,502,516,1018,9170,2994,
2004,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,744,916,1660,17742,17742,
2004,198613,Guilford College,NC,NCAA Division III with football,,1,NCAA,717,724,1441,28875,14997,
2004,173647,Gustavus Adolphus College,MN,NCAA Division III with football,,1,NCAA,1090,1252,2342,8272,3718,
2004,191515,Hamilton College,NY,NCAA Division III with football,,1,NCAA,908,953,1861,6880,2049,
2004,173665,Hamline University,MN,NCAA Division III with football,,1,NCAA,885,1225,2110,0,0,
2004,150756,Hanover College,IN,NCAA Division III with football,,1,NCAA,465,660,1125,29210,5258,
2004,225247,Hardin-Simmons University,TX,NCAA Division III with football,,1,NCAA,692,782,1474,9255,6840,
2004,191533,Hartwick College,NY,NCAA Division III with football,,1,NCAA,540,812,1352,61332,32469,
