Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Men's Team Recruiting Expenses,Women's Team Recruiting Expenses,Coed Team Recruiting Expenses
2005,239071,Maranatha Baptist University,WI,NCAA Division III with football,,1,NCAA,292,360,652,733,78,
2005,203845,Marietta College,OH,NCAA Division III with football,,1,NCAA,735,442,1177,29698,14230,
2005,173452,Martin Luther College,MN,NCAA Division III with football,,1,NCAA,338,367,705,0,0,
2005,220710,Maryville College,TN,NCAA Division III with football,,1,NCAA,536,623,1159,9694,2711,
2005,166683,Massachusetts Institute of Technology,MA,NCAA Division III with football,,1,NCAA,2381,2059,4440,,0,0
2005,164270,McDaniel College,MD,NCAA Division III with football,,1,NCAA,745,856,1601,23156,5931,
2005,226587,McMurry University,TX,NCAA Division III with football,,1,NCAA,498,409,907,45270,9619,
2005,198969,Methodist University,NC,NCAA Division III with football,,1,NCAA,1088,878,1966,69378,29715,
2005,230959,Middlebury College,VT,NCAA Division III with football,,1,NCAA,1184,1318,2502,6948,4307,
2005,147244,Millikin University,IL,NCAA Division III with football,,1,NCAA,832,1131,1963,36646,29586,
2005,175980,Millsaps College,MS,NCAA Division III with football,,1,NCAA,378,371,749,27750,23638,
2005,214069,Misericordia University,PA,NCAA Division III with football,,1,NCAA,627,1165,1792,10135,6575,
2005,147341,Monmouth College,IL,NCAA Division III with football,,1,NCAA,556,610,1166,9944,9944,
2005,214157,Moravian College,PA,NCAA Division III with football,,1,NCAA,778,906,1684,24774,8988,
2005,166948,Mount Ida College,MA,NCAA Division III with football,,1,NCAA,408,833,1241,8500,10200,
2005,204200,Mount Saint Joseph University,OH,NCAA Division III with football,,1,NCAA,531,563,1094,19484,9992,
2005,214175,Muhlenberg College,PA,NCAA Division III with football,,1,NCAA,909,1369,2278,23769,6605,
2005,204264,Muskingum University,OH,NCAA Division III with football,,1,NCAA,680,714,1394,9320,2591,
2005,181446,Nebraska Wesleyan University,NE,NCAA Division III with football,,1,NCAA,641,846,1487,14636,7321,
2005,167260,Nichols College,MA,NCAA Division III with football,,1,NCAA,742,410,1152,8690,5434,
2005,199209,North Carolina Wesleyan College,NC,NCAA Division III with football,,1,NCAA,751,972,1723,24600,11400,
2005,147660,North Central College,IL,NCAA Division III with football,,1,NCAA,1186,1388,2574,0,0,
2005,147679,North Park University,IL,NCAA Division III with football,,1,NCAA,699,1168,1867,19724,10318,
2005,230995,Norwich University,VT,NCAA Division III with football,,1,NCAA,1698,565,2263,43729,7280,
2005,204501,Oberlin College,OH,NCAA Division III with football,,1,NCAA,1284,1611,2895,19757,12257,
2005,120254,Occidental College,CA,NCAA Division III with football,,1,NCAA,857,1121,1978,0,0,
2005,204635,Ohio Northern University,OH,NCAA Division III with football,,1,NCAA,1157,925,2082,53874,25229,
2005,204909,Ohio Wesleyan University,OH,NCAA Division III with football,,1,NCAA,787,868,1655,24706,12666,0
2005,171599,Olivet College,MI,NCAA Division III with football,,1,NCAA,528,346,874,7550,5800,
2005,204936,Otterbein University,OH,NCAA Division III with football,,1,NCAA,819,1277,2096,4661,1276,
2005,236230,Pacific Lutheran University,WA,NCAA Division III with football,,1,NCAA,1034,1717,2751,1600,1300,
2005,209612,Pacific University,OR,NCAA Division III with football,,1,NCAA,752,1112,1864,9023,10292,
2005,121345,Pomona College,CA,NCAA Division III with football,,1,NCAA,816,824,1640,1434,1319,
2005,233295,Randolph-Macon College,VA,NCAA Division III with football,,1,NCAA,626,757,1383,26256,7928,
2005,194824,Rensselaer Polytechnic Institute,NY,NCAA Division III with football,,1,NCAA,3984,1794,5778,63108,42770,
2005,221351,Rhodes College,TN,NCAA Division III with football,,1,NCAA,885,1142,2027,48000,31000,
2005,239628,Ripon College,WI,NCAA Division III with football,,1,NCAA,388,392,780,2089,1415,
2005,148405,Rockford University,IL,NCAA Division III with football,,1,NCAA,366,549,915,41762,18526,
2005,152318,Rose-Hulman Institute of Technology,IN,NCAA Division III with football,,1,NCAA,1726,491,2217,9300,5413,2154
2005,195720,Saint John Fisher College,NY,NCAA Division III with football,,1,NCAA,1044,1572,2616,30924,10291,
2005,239716,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,882,1149,2031,12837,2659,
2005,215798,Saint Vincent College,PA,NCAA Division III with football,,1,NCAA,835,744,1579,15622,4807,
2005,217536,Salve Regina University,RI,NCAA Division III with football,,1,NCAA,586,1408,1994,10477,8537,0
2005,221519,Sewanee-The University of the South,TN,NCAA Division III with football,,1,NCAA,806,875,1681,5814,3714,0
2005,233541,Shenandoah University,VA,NCAA Division III with football,,1,NCAA,787,1140,1927,21555,4553,
2005,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,643,775,1418,53981,30635,
2005,233611,Southern Virginia University,VA,NCAA Division III with football,,1,NCAA,363,349,712,4500,3000,
2005,228343,Southwestern University,TX,NCAA Division III with football,,1,NCAA,645,855,1500,10767,10996,
2005,167899,Springfield College,MA,NCAA Division III with football,,1,NCAA,1044,1070,2114,75849,12748,
2005,195216,St Lawrence University,NY,NCAA Division III with football,,1,NCAA,1065,1280,2345,105141,62845,
2005,174844,St Olaf College,MN,NCAA Division III with football,,1,NCAA,1285,1712,2997,18085,5819,
2005,164173,Stevenson University,MD,NCAA Division III with football,,1,NCAA,1100,2022,3122,13517,6511,0
2005,216278,Susquehanna University,PA,NCAA Division III with football,,1,NCAA,946,1158,2104,18388,4719,
2005,228981,Texas Lutheran University,TX,NCAA Division III with football,,1,NCAA,635,647,1282,8369,4386,
2005,174899,The College of Saint Scholastica,MN,NCAA Division III with football,,1,NCAA,695,1574,2269,17110,9969,
2005,206589,The College of Wooster,OH,NCAA Division III with football,,1,NCAA,912,1104,2016,18240,9320,1602
2005,216357,Thiel College,PA,NCAA Division III with football,,1,NCAA,479,387,866,35455,23637,
2005,157809,Thomas More College,KY,NCAA Division III with football,,1,NCAA,605,667,1272,15958,4880,
2005,152567,Trine University,IN,NCAA Division III with football,,1,NCAA,1215,463,1678,7800,4616,
2005,130590,Trinity College,CT,NCAA Division III with football,,1,NCAA,1124,1013,2137,15739,15738,
2005,229267,Trinity University,TX,NCAA Division III with football,,1,NCAA,1041,1146,2187,0,0,
2005,168148,Tufts University,MA,NCAA Division III with football,,1,NCAA,2595,2601,5196,3000,3000,
2005,196866,Union College,NY,NCAA Division III with football,,1,NCAA,1181,1019,2200,50600,35695,
2005,144050,University of Chicago,IL,NCAA Division III with football,,1,NCAA,3049,2772,5821,39678,29709,
2005,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,991,634,1625,49734,16980,
2005,117140,University of La Verne,CA,NCAA Division III with football,,1,NCAA,1586,2161,3747,0,0,
2005,226471,University of Mary Hardin-Baylor,TX,NCAA Division III with football,,1,NCAA,1086,1844,2930,26409,6337,
2005,204185,University of Mount Union,OH,NCAA Division III with football,,1,NCAA,1025,1019,2044,84689,24018,
2005,174491,University of Northwestern-St Paul,MN,NCAA Division III with football,,1,NCAA,713,971,1684,29871,29871,
2005,236328,University of Puget Sound,WA,NCAA Division III with football,,1,NCAA,1011,1448,2459,13826,5665,
2005,121691,University of Redlands,CA,NCAA Division III with football,,1,NCAA,1133,1565,2698,12533,4143,
2005,195030,University of Rochester,NY,NCAA Division III with football,,1,NCAA,3065,2948,6013,39432,12932,
2005,174914,University of St Thomas,MN,NCAA Division III with football,,1,NCAA,3198,2646,5844,16384,9699,
2005,216524,Ursinus College,PA,NCAA Division III with football,,1,NCAA,772,855,1627,9885,6830,
2005,197045,Utica College,NY,NCAA Division III with football,,1,NCAA,1030,1375,2405,45475,41950,
2005,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,696,777,1473,39970,17403,
2005,216667,Washington & Jefferson College,PA,NCAA Division III with football,,1,NCAA,673,629,1302,31997,12880,
2005,234207,Washington and Lee University,VA,NCAA Division III with football,,1,NCAA,936,907,1843,40046,20771,
2005,179867,Washington University in St Louis,MO,NCAA Division III with football,,1,NCAA,3278,3481,6759,34244,24834,
2005,216694,Waynesburg University,PA,NCAA Division III with football,,1,NCAA,556,771,1327,37980,18263,
2005,131098,Wesley College,DE,NCAA Division III with football,,1,NCAA,603,852,1455,17967,8102,0
2005,130697,Wesleyan University,CT,NCAA Division III with football,,1,NCAA,1297,1517,2814,8003,4399,
2005,168254,Western New England University,MA,NCAA Division III with football,,1,NCAA,1572,1006,2578,8477,4530,
2005,216807,Westminster College,PA,NCAA Division III with football,,1,NCAA,477,608,1085,33788,7552,
2005,179946,Westminster College,MO,NCAA Division III with football,,1,NCAA,528,398,926,8547,6752,
2005,149781,Wheaton College,IL,NCAA Division III with football,,1,NCAA,1121,1288,2409,24459,4047,
2005,125763,Whittier College,CA,NCAA Division III with football,,1,NCAA,709,906,1615,3000,2700,
2005,237066,Whitworth University,WA,NCAA Division III with football,,1,NCAA,875,1411,2286,14846,5064,
2005,216852,Widener University-Main Campus,PA,NCAA Division III with football,,1,NCAA,1362,1556,2918,21441,16214,
2005,216931,Wilkes University,PA,NCAA Division III with football,,1,NCAA,1184,1067,2251,7085,5133,
2005,210401,Willamette University,OR,NCAA Division III with football,,1,NCAA,823,1082,1905,35093,7874,
2005,168342,Williams College,MA,NCAA Division III with football,,1,NCAA,1015,1055,2070,29640,11865,
2005,206507,Wilmington College,OH,NCAA Division III with football,,1,NCAA,482,547,1029,8772,4896,
2005,240338,Wisconsin Lutheran College,WI,NCAA Division III with football,,1,NCAA,429,539,968,40773,12465,
2005,206525,Wittenberg University,OH,NCAA Division III with football,,1,NCAA,764,986,1750,11218,6784,
2005,168421,Worcester Polytechnic Institute,MA,NCAA Division III with football,,1,NCAA,2715,1370,4085,5998,3764,
2006,168528,Adrian College,MI,NCAA Division III with football,,1,NCAA,865,743,1608,14255,16829,
2006,168546,Albion College,MI,NCAA Division III with football,,1,NCAA,677,677,1354,1169,1691,
2006,210571,Albright College,PA,NCAA Division III with football,,1,NCAA,880,1339,2219,7952,1854,
2006,188641,Alfred University,NY,NCAA Division III with football,,1,NCAA,870,860,1730,33783,250,850
2006,210669,Allegheny College,PA,NCAA Division III with football,,1,NCAA,873,1009,1882,50240,29317,
2006,168591,Alma College,MI,NCAA Division III with football,,1,NCAA,571,758,1329,16333,6056,
2006,164465,Amherst College,MA,NCAA Division III with football,,1,NCAA,891,904,1795,40944,10149,
2006,150066,Anderson University,IN,NCAA Division III with football,,1,NCAA,639,970,1609,20112,8040,
2006,164492,Anna Maria College,MA,NCAA Division III with football,,1,NCAA,305,506,811,4500,4500,
2006,173045,Augsburg College,MN,NCAA Division III with football,,1,NCAA,985,979,1964,26396,4347,
2006,143084,Augustana College,IL,NCAA Division III with football,,1,NCAA,1030,1413,2443,59904,17003,
2006,143118,Aurora University,IL,NCAA Division III with football,,1,NCAA,1174,1958,3132,11616,9896,
2006,222983,Austin College,TX,NCAA Division III with football,,1,NCAA,585,640,1225,25224,11405,
2006,231420,Averett University,VA,NCAA Division III with football,,1,NCAA,422,426,848,25000,8500,
2006,201195,Baldwin Wallace University,OH,NCAA Division III with football,,1,NCAA,1386,1634,3020,31813,14425,
2006,160977,Bates College,ME,NCAA Division III with football,,1,NCAA,884,908,1792,20415,17598,
2006,164720,Becker College,MA,NCAA Division III with football,,1,NCAA,734,847,1581,41500,28000,
2006,175421,Belhaven University,MS,NCAA Division III with football,,1,NCAA,536,806,1342,30543,8811,
2006,238333,Beloit College,WI,NCAA Division III with football,,1,NCAA,573,693,1266,4077,3552,
2006,145619,Benedictine University,IL,NCAA Division III with football,,1,NCAA,1213,1520,2733,5479,1992,
2006,139144,Berry College,GA,NCAA Division III with football,,1,NCAA,790,1284,2074,23472,14230,
2006,237181,Bethany College,WV,NCAA Division III with football,,1,NCAA,416,280,696,29493,14169,
2006,173160,Bethel University,MN,NCAA Division III with football,,1,NCAA,923,1449,2372,24784,10097,
2006,100937,Birmingham Southern College,AL,NCAA Division III with football,,1,NCAA,673,664,1337,64913,35034,
2006,161004,Bowdoin College,ME,NCAA Division III with football,,1,NCAA,902,891,1793,10482,5816,0
2006,231581,Bridgewater College,VA,NCAA Division III with football,,1,NCAA,857,960,1817,37713,16505,52
2006,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,613,1045,1658,58940,21875,
2006,110413,California Lutheran University,CA,NCAA Division III with football,,1,NCAA,1140,1531,2671,6219,1813,
2006,201548,Capital University,OH,NCAA Division III with football,,1,NCAA,1061,1417,2478,17373,10473,
2006,173258,Carleton College,MN,NCAA Division III with football,,1,NCAA,968,1027,1995,9838,1664,
2006,211440,Carnegie Mellon University,PA,NCAA Division III with football,,1,NCAA,3221,2631,5852,63281,26907,
2006,238458,Carroll University,WI,NCAA Division III with football,,1,NCAA,960,1765,2725,4872,4098,
2006,238476,Carthage College,WI,NCAA Division III with football,,1,NCAA,1241,1394,2635,39000,23500,
2006,201645,Case Western Reserve University,OH,NCAA Division III with football,,1,NCAA,2749,2247,4996,30393,12751,
2006,131283,Catholic University of America,DC,NCAA Division III with football,,1,NCAA,1543,1781,3324,23836,18500,
2006,153108,Central College,IA,NCAA Division III with football,,1,NCAA,579,629,1208,45280,18390,
2006,156408,Centre College,KY,NCAA Division III with football,,1,NCAA,678,673,1351,8900,6400,
2006,111948,Chapman University,CA,NCAA Division III with football,,1,NCAA,2380,3676,6056,0,0,
2006,112260,Claremont McKenna College,CA,NCAA Division III with football,,1,NCAA,676,648,1324,20386,9669,
2006,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,549,771,1320,43187,16569,
2006,161086,Colby College,ME,NCAA Division III with football,,1,NCAA,887,970,1857,3557,3573,129
2006,173300,Concordia College at Moorhead,MN,NCAA Division III with football,,1,NCAA,854,1238,2092,23829,23829,
2006,144351,Concordia University-Chicago,IL,NCAA Division III with football,,1,NCAA,557,791,1348,10138,2980,
2006,238616,Concordia University-Wisconsin,WI,NCAA Division III with football,,1,NCAA,1133,1871,3004,13700,6300,
2006,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,505,526,1031,57557,22390,
2006,174862,Crown College,MN,NCAA Division III with football,,1,NCAA,341,371,712,6250,6250,
2006,165529,Curry College,MA,NCAA Division III with football,,1,NCAA,907,1103,2010,8114,8114,
2006,202514,Defiance College,OH,NCAA Division III with football,,1,NCAA,317,252,569,32376,13667,
2006,211981,Delaware Valley University,PA,NCAA Division III with football,,1,NCAA,684,1077,1761,22700,13200,
2006,202523,Denison University,OH,NCAA Division III with football,,1,NCAA,973,1279,2252,52419,21525,
2006,150400,DePauw University,IN,NCAA Division III with football,,1,NCAA,1020,1200,2220,31847,13022,
2006,212009,Dickinson College,PA,NCAA Division III with football,,1,NCAA,1000,1370,2370,34480,25573,
2006,150455,Earlham College,IN,NCAA Division III with football,,1,NCAA,402,528,930,38163,35667,
2006,224527,East Texas Baptist University,TX,NCAA Division III with football,,1,NCAA,512,582,1094,24040,14100,
2006,144962,Elmhurst College,IL,NCAA Division III with football,,1,NCAA,1071,1575,2646,30702,30702,
2006,232025,Emory & Henry College,VA,NCAA Division III with football,,1,NCAA,521,482,1003,25300,16300,
2006,165699,Endicott College,MA,NCAA Division III with football,,1,NCAA,1048,1639,2687,3000,3000,
2006,144971,Eureka College,IL,NCAA Division III with football,,1,NCAA,302,351,653,6488,9215,
2006,184694,Fairleigh Dickinson University-College at Florham,NJ,NCAA Division III with football,,1,NCAA,1078,1304,2382,10043,9321,
2006,232089,Ferrum College,VA,NCAA Division III with football,,1,NCAA,726,585,1311,19009,9643,
2006,172440,Finlandia University,MI,NCAA Division III with football,,1,NCAA,241,227,468,0,0,0
2006,212577,Franklin and Marshall College,PA,NCAA Division III with football,,1,NCAA,1065,1148,2213,28997,6128,
2006,150604,Franklin College,IN,NCAA Division III with football,,1,NCAA,483,529,1012,0,0,
2006,131450,Gallaudet University,DC,NCAA Division III with football,,1,NCAA,458,501,959,7250,9250,
2006,212656,Geneva College,PA,NCAA Division III with football,,1,NCAA,685,691,1376,24662,16548,
2006,208822,George Fox University,OR,NCAA Division III with football,,1,NCAA,1048,1310,2358,12879,3785,
2006,212674,Gettysburg College,PA,NCAA Division III with football,,1,NCAA,1150,1281,2431,38534,13690,
2006,198598,Greensboro College,NC,NCAA Division III with football,,1,NCAA,405,334,739,7978,6586,
2006,145372,Greenville College,IL,NCAA Division III with football,,1,NCAA,502,516,1018,19810,5250,
2006,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,744,916,1660,25204,25204,
2006,198613,Guilford College,NC,NCAA Division III with football,,1,NCAA,717,724,1441,16864,11137,
2006,173647,Gustavus Adolphus College,MN,NCAA Division III with football,,1,NCAA,1090,1252,2342,12030,10738,
2006,191515,Hamilton College,NY,NCAA Division III with football,,1,NCAA,908,953,1861,6443,3269,
2006,173665,Hamline University,MN,NCAA Division III with football,,1,NCAA,885,1225,2110,0,0,
2006,150756,Hanover College,IN,NCAA Division III with football,,1,NCAA,465,660,1125,35357,9671,
2006,225247,Hardin-Simmons University,TX,NCAA Division III with football,,1,NCAA,692,782,1474,16600,19000,
2006,191533,Hartwick College,NY,NCAA Division III with football,,1,NCAA,540,812,1352,66813,35404,
2006,203085,Heidelberg University,OH,NCAA Division III with football,,1,NCAA,522,472,994,19829,8038,
2006,107080,Hendrix College,AR,NCAA Division III with football,,1,NCAA,611,688,1299,10346,11616,
2006,203128,Hiram College,OH,NCAA Division III with football,,1,NCAA,450,455,905,28525,28525,
2006,191630,Hobart William Smith Colleges,NY,NCAA Division III with football,,1,NCAA,1111,1135,2246,111186,24333,676
2006,170301,Hope College,MI,NCAA Division III with football,,1,NCAA,1257,1933,3190,83956,29586,
2006,225548,Howard Payne University,TX,NCAA Division III with football,,1,NCAA,516,435,951,18280,13455,
2006,101435,Huntingdon College,AL,NCAA Division III with football,,1,NCAA,485,409,894,9524,5103,
2006,145691,Illinois College,IL,NCAA Division III with football,,1,NCAA,453,487,940,2616,3028,
2006,145646,Illinois Wesleyan University,IL,NCAA Division III with football,,1,NCAA,804,1017,1821,21657,5115,
2006,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,176,211,387,10500,8500,
2006,191968,Ithaca College,NY,NCAA Division III with football,,1,NCAA,2616,3581,6197,36768,18484,
2006,203368,John Carroll University,OH,NCAA Division III with football,,1,NCAA,1502,1457,2959,40050,18311,
2006,213251,Juniata College,PA,NCAA Division III with football,,1,NCAA,648,819,1467,19603,9747,
2006,170532,Kalamazoo College,MI,NCAA Division III with football,,1,NCAA,621,785,1406,25212,13786,
2006,203535,Kenyon College,OH,NCAA Division III with football,,1,NCAA,769,929,1698,61938,34989,
2006,213321,King's College,PA,NCAA Division III with football,,1,NCAA,947,853,1800,33846,5173,
2006,146427,Knox College,IL,NCAA Division III with football,,1,NCAA,558,810,1368,5023,5023,
2006,140234,LaGrange College,GA,NCAA Division III with football,,1,NCAA,440,416,856,16746,7786,
2006,146481,Lake Forest College,IL,NCAA Division III with football,,1,NCAA,678,868,1546,0,0,
2006,238980,Lakeland College,WI,NCAA Division III with football,,1,NCAA,469,443,912,13389,7541,
2006,239017,Lawrence University,WI,NCAA Division III with football,,1,NCAA,669,825,1494,25152,25152,
2006,213507,Lebanon Valley College,PA,NCAA Division III with football,,1,NCAA,743,860,1603,59589,23249,
2006,209056,Lewis & Clark College,OR,NCAA Division III with football,,1,NCAA,786,1292,2078,40655,21933,
2006,209065,Linfield College-McMinnville Campus,OR,NCAA Division III with football,,1,NCAA,654,981,1635,32809,11360,
2006,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,739,678,1417,28661,9285,
2006,159568,Louisiana College,LA,NCAA Division III with football,,1,NCAA,456,399,855,34238,6020,
2006,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,1015,1260,2275,50192,16096,
2006,213668,Lycoming College,PA,NCAA Division III with football,,1,NCAA,593,661,1254,44607,11879,
2006,173902,Macalester College,MN,NCAA Division III with football,,1,NCAA,842,1285,2127,8248,7064,
2006,146825,MacMurray College,IL,NCAA Division III with football,,1,NCAA,275,268,543,11247,4820,
2006,151777,Manchester University,IN,NCAA Division III with football,,1,NCAA,594,639,1233,49328,26561,
2006,239071,Maranatha Baptist University,WI,NCAA Division III with football,,1,NCAA,292,360,652,0,0,
2006,203845,Marietta College,OH,NCAA Division III with football,,1,NCAA,735,442,1177,40771,14447,
2006,173452,Martin Luther College,MN,NCAA Division III with football,,1,NCAA,338,367,705,0,0,
2006,220710,Maryville College,TN,NCAA Division III with football,,1,NCAA,536,623,1159,7350,2650,
2006,166683,Massachusetts Institute of Technology,MA,NCAA Division III with football,,1,NCAA,2381,2059,4440,0,0,0
2006,164270,McDaniel College,MD,NCAA Division III with football,,1,NCAA,745,856,1601,21864,6304,
2006,226587,McMurry University,TX,NCAA Division III with football,,1,NCAA,498,409,907,38521,9384,
2006,198969,Methodist University,NC,NCAA Division III with football,,1,NCAA,1088,878,1966,65750,31410,
2006,230959,Middlebury College,VT,NCAA Division III with football,,1,NCAA,1184,1318,2502,6723,4476,
2006,147244,Millikin University,IL,NCAA Division III with football,,1,NCAA,832,1131,1963,23587,12185,
2006,175980,Millsaps College,MS,NCAA Division III with football,,1,NCAA,378,371,749,29606,15886,
2006,214069,Misericordia University,PA,NCAA Division III with football,,1,NCAA,627,1165,1792,4162,3408,
2006,147341,Monmouth College,IL,NCAA Division III with football,,1,NCAA,556,610,1166,3487,3487,
2006,214157,Moravian College,PA,NCAA Division III with football,,1,NCAA,778,906,1684,27045,10294,
2006,166948,Mount Ida College,MA,NCAA Division III with football,,1,NCAA,408,833,1241,8500,10200,
2006,204200,Mount Saint Joseph University,OH,NCAA Division III with football,,1,NCAA,531,563,1094,22146,8458,
2006,214175,Muhlenberg College,PA,NCAA Division III with football,,1,NCAA,909,1369,2278,26865,9356,
2006,204264,Muskingum University,OH,NCAA Division III with football,,1,NCAA,680,714,1394,9331,2775,
2006,181446,Nebraska Wesleyan University,NE,NCAA Division III with football,,1,NCAA,641,846,1487,15734,8109,
2006,167260,Nichols College,MA,NCAA Division III with football,,1,NCAA,742,410,1152,16536,7409,
2006,199209,North Carolina Wesleyan College,NC,NCAA Division III with football,,1,NCAA,751,972,1723,20100,11400,
2006,147660,North Central College,IL,NCAA Division III with football,,1,NCAA,1186,1388,2574,0,0,
2006,147679,North Park University,IL,NCAA Division III with football,,1,NCAA,699,1168,1867,13486,9220,
2006,230995,Norwich University,VT,NCAA Division III with football,,1,NCAA,1698,565,2263,45865,14576,
2006,204501,Oberlin College,OH,NCAA Division III with football,,1,NCAA,1284,1611,2895,22122,12266,
2006,120254,Occidental College,CA,NCAA Division III with football,,1,NCAA,857,1121,1978,0,0,
2006,204635,Ohio Northern University,OH,NCAA Division III with football,,1,NCAA,1157,925,2082,63927,30408,
2006,204909,Ohio Wesleyan University,OH,NCAA Division III with football,,1,NCAA,787,868,1655,31207,19850,
2006,171599,Olivet College,MI,NCAA Division III with football,,1,NCAA,528,346,874,8000,8000,
2006,204936,Otterbein University,OH,NCAA Division III with football,,1,NCAA,819,1277,2096,5744,1477,
2006,236230,Pacific Lutheran University,WA,NCAA Division III with football,,1,NCAA,1034,1717,2751,4272,3050,
2006,209612,Pacific University,OR,NCAA Division III with football,,1,NCAA,752,1112,1864,9814,9843,
2006,121345,Pomona College,CA,NCAA Division III with football,,1,NCAA,816,824,1640,5177,3244,
2006,233295,Randolph-Macon College,VA,NCAA Division III with football,,1,NCAA,626,757,1383,32973,4406,
2006,194824,Rensselaer Polytechnic Institute,NY,NCAA Division III with football,,1,NCAA,3984,1794,5778,105546,50102,
2006,221351,Rhodes College,TN,NCAA Division III with football,,1,NCAA,885,1142,2027,47500,26500,
2006,239628,Ripon College,WI,NCAA Division III with football,,1,NCAA,388,392,780,6830,3330,
2006,148405,Rockford University,IL,NCAA Division III with football,,1,NCAA,366,549,915,15924,7465,
2006,152318,Rose-Hulman Institute of Technology,IN,NCAA Division III with football,,1,NCAA,1726,491,2217,19837,5415,
2006,195720,Saint John Fisher College,NY,NCAA Division III with football,,1,NCAA,1044,1572,2616,32017,10926,
2006,239716,Saint Norbert College,WI,NCAA Division III with football,,1,NCAA,882,1149,2031,18709,3761,
2006,215798,Saint Vincent College,PA,NCAA Division III with football,,1,NCAA,835,744,1579,16875,10284,
2006,217536,Salve Regina University,RI,NCAA Division III with football,,1,NCAA,586,1408,1994,11054,7850,0
2006,221519,Sewanee-The University of the South,TN,NCAA Division III with football,,1,NCAA,806,875,1681,4342,2837,260
2006,233541,Shenandoah University,VA,NCAA Division III with football,,1,NCAA,787,1140,1927,21246,8401,
2006,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,643,775,1418,45185,20669,
2006,233611,Southern Virginia University,VA,NCAA Division III with football,,1,NCAA,363,349,712,3225,3225,
2006,228343,Southwestern University,TX,NCAA Division III with football,,1,NCAA,645,855,1500,11417,12330,
2006,167899,Springfield College,MA,NCAA Division III with football,,1,NCAA,1044,1070,2114,61142,11009,
2006,195216,St Lawrence University,NY,NCAA Division III with football,,1,NCAA,1065,1280,2345,101369,55293,
2006,174844,St Olaf College,MN,NCAA Division III with football,,1,NCAA,1285,1712,2997,23243,5281,
2006,164173,Stevenson University,MD,NCAA Division III with football,,1,NCAA,1100,2022,3122,19189,8234,
2006,216278,Susquehanna University,PA,NCAA Division III with football,,1,NCAA,946,1158,2104,29160,12119,
2006,228981,Texas Lutheran University,TX,NCAA Division III with football,,1,NCAA,635,647,1282,4840,3654,
2006,174899,The College of Saint Scholastica,MN,NCAA Division III with football,,1,NCAA,695,1574,2269,20413,12714,
2006,206589,The College of Wooster,OH,NCAA Division III with football,,1,NCAA,912,1104,2016,17434,12678,
2006,157809,Thomas More College,KY,NCAA Division III with football,,1,NCAA,605,667,1272,13893,6167,
2006,152567,Trine University,IN,NCAA Division III with football,,1,NCAA,1215,463,1678,15894,6133,
2006,130590,Trinity College,CT,NCAA Division III with football,,1,NCAA,1124,1013,2137,14822,14822,
2006,229267,Trinity University,TX,NCAA Division III with football,,1,NCAA,1041,1146,2187,0,0,
2006,168148,Tufts University,MA,NCAA Division III with football,,1,NCAA,2595,2601,5196,2400,2400,0
2006,196866,Union College,NY,NCAA Division III with football,,1,NCAA,1181,1019,2200,85746,33872,
2006,144050,University of Chicago,IL,NCAA Division III with football,,1,NCAA,3049,2772,5821,45266,23125,
2006,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,991,634,1625,45817,14891,
2006,117140,University of La Verne,CA,NCAA Division III with football,,1,NCAA,1586,2161,3747,0,0,
2006,226471,University of Mary Hardin-Baylor,TX,NCAA Division III with football,,1,NCAA,1086,1844,2930,32023,8366,
2006,204185,University of Mount Union,OH,NCAA Division III with football,,1,NCAA,1025,1019,2044,45674,27472,
2006,174491,University of Northwestern-St Paul,MN,NCAA Division III with football,,1,NCAA,713,971,1684,27209,27209,
2006,236328,University of Puget Sound,WA,NCAA Division III with football,,1,NCAA,1011,1448,2459,4632,2394,
2006,121691,University of Redlands,CA,NCAA Division III with football,,1,NCAA,1133,1565,2698,12833,8608,
2006,195030,University of Rochester,NY,NCAA Division III with football,,1,NCAA,3065,2948,6013,45296,21728,
2006,174914,University of St Thomas,MN,NCAA Division III with football,,1,NCAA,3198,2646,5844,23334,12297,
2006,216524,Ursinus College,PA,NCAA Division III with football,,1,NCAA,772,855,1627,10935,6888,
2006,197045,Utica College,NY,NCAA Division III with football,,1,NCAA,1030,1375,2405,44471,42194,
2006,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,696,777,1473,67360,27140,
2006,216667,Washington & Jefferson College,PA,NCAA Division III with football,,1,NCAA,673,629,1302,35748,18589,
2006,234207,Washington and Lee University,VA,NCAA Division III with football,,1,NCAA,936,907,1843,41498,21840,
